"projectNr" "projectRegion" "sponsor" "Approved" "Signed" "enterpriseBase" "totalProjectCost" "riskManagement" "guarantee" "loan" "equity" "URL"
"10334" NA NA "2001-06-27" "2001-11-12" NA NA NA NA NA NA "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/1b74e2ad81c1a42b852576c10080cabe?OpenDocument http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/badd7de09b704983852576c10080caa6?OpenDocument"
"10336" NA NA "2001-06-19" "2002-06-11" NA NA NA NA NA NA "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/d11d6f9b1f5e3ba4852576c10080caeb?OpenDocument http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/f03b227d9dd254cb852576c10080caea?OpenDocument"
"10339" NA NA "2001-03-07" "2001-06-04" NA NA NA NA NA NA "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/e4ad1d2a5f481324852576c10080ceac?OpenDocument"
"10347" NA NA "2001-11-16" "2002-05-10" NA NA NA NA NA NA "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/15b9c1bbc9afd231852576c10080cb21?OpenDocument"
"10355" NA NA "2002-10-18" "2002-12-30" NA NA NA NA NA NA "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/22ba834f4adaa225852576c10080ca53?OpenDocument"
"10361" NA NA "2001-12-17" "2002-02-19" NA NA NA NA NA NA "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/26a0eb7ae6f5d0b4852576ba000e244c?OpenDocument http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/d0c72db3e5797420852576ba000e23ab?OpenDocument"
"10367" NA NA "2001-10-12" "2004-12-17" NA NA NA NA NA NA "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/6902e6c3ec1201df852576ba000e2318?OpenDocument"
"10371" NA NA "2002-06-28" "2002-11-25" NA NA NA NA NA NA "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/0a3dc27a6a809676852576c10080cb0d?OpenDocument http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/96f7c52217a35d34852576c10080ca55?OpenDocument"
"10377" NA NA "2001-04-10" "2001-04-23" NA NA NA NA NA NA "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/abc5b7155e07187b852576ba000e2eb4?OpenDocument"
"10379" NA NA "2001-01-18" "2001-05-30" NA NA NA NA NA NA "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/8313e100aaedff66852576c10080cf69?OpenDocument http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/c61f6765a6c66e89852576c10080cf75?OpenDocument"
"10384" NA NA "2001-04-19" "2001-06-25" NA NA NA NA NA NA "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/0fe56e7bca5d0deb852576ba000e235a?OpenDocument http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/8f32c8244af03324852576ba000e23a2?OpenDocument"
"10397" NA NA "2000-08-04" "2000-09-07" NA NA NA NA NA NA "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/fe00f5af65ed4f39852576c10080d2cd?OpenDocument"
"10401" NA NA "2000-12-19" "2001-03-18" NA NA NA NA NA NA "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/85a63e56e7fc5072852576c10080cef7?OpenDocument"
"10402" NA NA "2001-12-07" "2002-02-05" NA NA NA NA NA NA "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/13a103a24305e8cd852576c10080cb41?OpenDocument http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/8dd02927649feb3d852576c10080cb19?OpenDocument"
"10403" NA NA "2001-04-25" "2001-06-26" NA NA NA NA NA NA "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/05118d8ab1da2708852576ba000e2306?OpenDocument"
"10407" NA NA "2000-12-27" "2001-04-11" NA NA NA NA NA NA "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/529d44659b39413f852576ba000e3121?OpenDocument http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/7867cb9974b8ead3852576ba000e3124?OpenDocument"
"10408" NA NA "2001-06-14" "2002-04-11" NA NA NA NA NA NA "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/09e3a49ec08afc86852576c10080ca9c?OpenDocument http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/5bd80db72bd991ea852576c10080ca5c?OpenDocument"
"10409" NA NA "2000-11-09" "2001-06-15" NA NA NA NA NA NA "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/00fc322f7ef61c0a852576c10080d1dc?OpenDocument"
"10420" NA NA "2001-10-23" "2004-04-05" NA NA NA NA NA NA "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/b88c082db71bb2a5852576ba000e23ad?OpenDocument"
"10423" NA NA "2001-03-15" "2001-05-11" NA NA NA NA NA NA "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/4ca728ac86d52f4b852576c10080ce38?OpenDocument http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/9875dd8c9f33e51b852576c10080ce32?OpenDocument"
"10428" NA NA "2001-04-25" "2001-11-28" NA NA NA NA NA NA "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/9a6049419834254d852576ba000e30fa?OpenDocument"
"10430" NA NA "2000-09-15" "2000-09-24" NA NA NA NA NA NA "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/90ba80e7c2501ce4852576c10080ce10?OpenDocument"
"10441" NA NA "2001-06-13" "2001-12-28" NA NA NA NA NA NA "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/614e9b122f040b54852576ba000e2312?OpenDocument http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/90565bca5aca6d96852576ba000e239d?OpenDocument"
"10442" NA NA "2001-11-26" "2002-04-29" NA NA NA NA NA NA "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/bbfea2a5a6198831852576ba000e22ec?OpenDocument"
"10446" NA NA "2001-10-09" "2001-11-14" NA NA NA NA NA NA "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/aa280158c0d7f6d0852576c10080cb4c?OpenDocument http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/ee4f2ebc22b4c5fd852576c10080caee?OpenDocument"
"10448" NA NA "2001-05-03" "2001-11-20" NA NA NA NA NA NA "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/48e5c7260d4d60a1852576ba000e2fef?OpenDocument"
"10453" NA NA "2000-11-13" "2000-11-16" NA NA NA NA NA NA "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/61babd93477264ae852576c10080d039?OpenDocument"
"10454" NA NA "2000-12-04" "2001-06-01" NA NA NA NA NA NA "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/e8c902e5b9bfc4a5852576c10080cdce?OpenDocument"
"10464" NA NA "2001-02-20" "2001-02-20" NA NA NA NA NA NA "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/f06dad4ff38a7677852576c10080d01a?OpenDocument"
"10465" NA NA "2001-05-31" "2002-06-19" NA NA NA NA NA NA "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/305fa252f6320d1d852576c10080cabd?OpenDocument http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/b1a6d570f67e59ad852576c10080ca57?OpenDocument"
"10469" NA NA "2001-03-14" "2001-05-14" NA NA NA NA NA NA "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/36d864c1b942a48a852576c10080d019?OpenDocument"
"10470" NA NA "2001-06-28" "2002-03-07" NA NA NA NA NA NA "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/90c9251f5f99cb10852576ba000e236a?OpenDocument"
"10471" NA NA "2001-06-14" "2001-12-17" NA NA NA NA NA NA "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/955c9de7177c0717852576c10080ca67?OpenDocument http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/e788f9fcbcc9a67d852576c10080cb16?OpenDocument"
"10474" NA NA "2001-04-18" "2001-05-17" NA NA NA NA NA NA "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/476c6f37e2e543e8852576c10080cace?OpenDocument http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/7ba622c26690fc0b852576c10080cb2a?OpenDocument"
"10476" NA NA "2001-06-11" "2004-08-31" NA NA NA NA NA NA "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/ec871ae7c750da51852576ba000e23ed?OpenDocument"
"10477" NA NA "2000-12-13" "2001-03-29" NA NA NA NA NA NA "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/1c20e49eaca72045852576c10080cd8a?OpenDocument"
"10479" NA NA "2001-04-26" "2001-08-13" NA NA NA NA NA NA "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/a01379f9bea8967a852576c10080d15f?OpenDocument http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/c5c28099ed27f476852576c10080d14f?OpenDocument"
"10491" NA NA "2001-05-01" "2001-11-05" NA NA NA NA NA NA "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/038285bd4a7fe162852576ba000e23a7?OpenDocument http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/5df19a7b2acaef38852576ba000e23ef?OpenDocument"
"10498" NA NA "2002-06-28" "2002-07-25" NA NA NA NA NA NA "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/48ec70bd3271dba0852576c10080ca5d?OpenDocument"
"10500" NA NA "2001-06-21" "2002-05-17" NA NA NA NA NA NA "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/51809c47503e587a852576ba000e22d1?OpenDocument"
"10504" NA NA NA NA NA NA NA NA NA NA "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/4aad8514e6c1de1a852576c10080d054?OpenDocument http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/81fd8f3800d8db6f852576c10080d05c?OpenDocument"
"10507" NA NA "2001-05-03" "2001-07-27" NA NA NA NA NA NA "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/1b04f3117f0fdb82852576c10080ca8e?OpenDocument http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/766c20af47521bb4852576c10080ca69?OpenDocument"
"10509" NA NA "2001-06-04" "2001-09-30" NA NA NA NA NA NA "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/998fdcc165a684d5852576ba000e2376?OpenDocument http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/e8bd09993dcf4a0a852576ba000e235f?OpenDocument"
"10511" NA NA "2002-06-06" "2002-10-30" NA NA NA NA NA NA "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/4329f1849b02f5a5852576c10080cb46?OpenDocument"
"10519" NA NA "2000-12-21" "2001-02-09" NA NA NA NA NA NA "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/479651589496c630852576c10080d18e?OpenDocument"
"10520" NA NA "2003-11-06" "2004-04-07" NA NA NA NA NA NA "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/430f7e0f0848411a852576c10080cb64?OpenDocument http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/552a2242f2ea28f1852576c10080cb6a?OpenDocument"
"10523" NA NA "2001-06-14" "2002-05-21" NA NA NA NA NA NA "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/2a7c4b0d3f3df052852576c10080cab8?OpenDocument"
"10526" NA NA "2001-06-24" "2001-08-16" NA NA NA NA NA NA "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/8cc58e0246931124852576c10080ca9a?OpenDocument http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/d048028fe013c08c852576c10080cafb?OpenDocument"
"10527" NA NA "2000-11-30" "2000-12-10" NA NA NA NA NA NA "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/23218871724a7148852576ba000e2fdf?OpenDocument http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/6d173b10cc1e52ff852576ba000e2fe2?OpenDocument"
"10530" NA NA "2001-06-29" "2002-06-28" NA NA NA NA NA NA "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/4dfbf88adc4303c4852576c10080cae4?OpenDocument http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/b08a20fd982e9fb3852576c10080ca40?OpenDocument"
"10531" NA NA "2001-05-24" "2001-07-12" NA NA NA NA NA NA "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/0fdb9053c709909f852576c10080caa8?OpenDocument"
"10542" NA NA "2001-02-08" "2001-02-09" NA NA NA NA NA NA "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/10465d738e11ee19852576ba000e2eb1?OpenDocument http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/f708ab59fbfde718852576ba000e2eb5?OpenDocument"
"10547" NA NA "2001-06-19" "2001-12-12" NA NA NA NA NA NA "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/6912eca340af9b27852576c10080caaf?OpenDocument http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/fdde0458460cf6bb852576c10080cb03?OpenDocument"
"10558" NA NA "2002-03-26" "2003-05-08" NA NA NA NA NA NA "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/4cc9a8306f492bf7852576c10080ca54?OpenDocument http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/cccb38cc84e955b9852576c10080cb1a?OpenDocument http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/cccb38cc84e955b9852576c10080cb1a?OpenDocument"
"10559" NA NA "2001-10-11" "2001-11-30" NA NA NA NA NA NA "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/4b162d2721e7d9aa852576c10080ca64?OpenDocument http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/defe3d9f69c424f0852576c10080cb37?OpenDocument"
"10561" NA NA "2002-06-26" "2003-01-13" NA NA NA NA NA NA "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/94adc451307d236e852576ba000e2e73?OpenDocument"
"10562" NA NA "2001-06-22" "2001-06-27" NA NA NA NA NA NA "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/69e7fb66149bb96e852576ba000e23e3?OpenDocument http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/6eacf01db919e022852576ba000e2372?OpenDocument"
"10563" NA NA "2000-12-18" "2001-02-02" NA NA NA NA NA NA "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/bdf96529d8536d41852576c10080cdbc?OpenDocument"
"10564" NA NA "2001-06-27" "2001-06-28" NA NA NA NA NA NA "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/f9f98ef522687620852576c10080ca59?OpenDocument"
"10581" NA NA "2001-05-31" "2001-06-21" NA NA NA NA NA NA "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/40dc284d669c29a4852576c10080ca82?OpenDocument http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/b8048165a3981e4a852576c10080cad6?OpenDocument"
"10586" NA NA "2000-12-29" "2001-01-31" NA NA NA NA NA NA "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/3670419b806ad051852576ba000e2f3e?OpenDocument"
"10591" NA NA "2001-03-01" "2001-05-19" NA NA NA NA NA NA "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/88dd3cf2c13013d2852576c10080caaa?OpenDocument http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/a3cce1ecf0726482852576c10080cb0c?OpenDocument"
"10598" NA NA "2001-04-23" "2001-08-20" NA NA NA NA NA NA "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/801ff4d2b3dce577852576c10080cb2d?OpenDocument http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/b2f20af21d2bcb95852576c10080cab6?OpenDocument"
"10600" NA NA "2001-11-01" "2002-03-01" NA NA NA NA NA NA "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/a55924fd46b42acf852576c10080ca89?OpenDocument http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/fb4a3c48d25968d5852576c10080cae0?OpenDocument"
"10607" NA NA "2001-03-29" "2001-06-01" NA NA NA NA NA NA "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/85e4b9d3791f72ae852576c10080cb66?OpenDocument http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/8cc7ae04d0abe352852576c10080cfae?OpenDocument"
"10609" NA NA "2001-01-11" "2001-02-16" NA NA NA NA NA NA "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/1175c29755f43563852576c10080cf9e?OpenDocument"
"10621" NA NA "2001-06-29" "2001-10-03" NA NA NA NA NA NA "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/139ad520fdab1799852576ba000e2313?OpenDocument http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/949a8c6773c31313852576ba000e22fe?OpenDocument"
"10624" NA NA "2000-12-12" "2001-03-23" NA NA NA NA NA NA "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/352710d2650da959852576c10080d023?OpenDocument"
"10627" NA NA "2001-12-12" "2002-03-15" NA NA NA NA NA NA "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/01f62a7b70a98024852576c10080caad?OpenDocument http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/891cb79dc52f5412852576c10080ca52?OpenDocument"
"10628" NA NA "2002-05-03" "2002-06-28" NA NA NA NA NA NA "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/2e33860b46782602852576c10080ca5a?OpenDocument http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/877176609b4b7924852576c10080ca8f?OpenDocument"
"10631" NA NA NA NA NA NA NA NA NA NA "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/75a1c391a064c087852576c10080ca75?OpenDocument http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/f5e3ec10f66c7914852576c10080cae3?OpenDocument"
"10633" NA NA "2001-04-19" "2001-06-15" NA NA NA NA NA NA "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/cea0e822f7eecd0e852576c10080cb44?OpenDocument"
"10634" NA NA "2002-12-19" "2005-03-10" NA NA NA NA NA NA "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/d1142637c1fa7dfe852576c10080cb45?OpenDocument"
"10636" NA NA NA NA NA NA NA NA NA NA "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/b0fb09670fcb6a76852576c10080cb1c?OpenDocument http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/c331f96242c512f4852576c10080cb25?OpenDocument"
"10640" NA NA "2001-06-22" "2002-01-04" NA NA NA NA NA NA "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/1eab1f1fe22da96e852576c10080cacb?OpenDocument http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/87708c4ce2641495852576c10080cb39?OpenDocument"
"10651" NA NA "2000-12-22" "2001-01-25" NA NA NA NA NA NA "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/cdeb8e6cea1b7463852576c10080d118?OpenDocument http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/f8309ee30fb09f50852576c10080d10e?OpenDocument"
"10656" NA NA "2001-05-03" "2002-02-28" NA NA NA NA NA NA "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/5e9dfbc229b4c526852576c10080d014?OpenDocument"
"10658" NA NA "2002-07-20" "2002-10-16" NA NA NA NA NA NA "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/54315c3a628bf7e8852576c10080cb1f?OpenDocument"
"10659" NA NA "2001-08-16" "2001-08-16" NA NA NA NA NA NA "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/1d4f342b17bd95f4852576c10080ca85?OpenDocument"
"10664" NA NA "2001-06-20" "2001-08-28" NA NA NA NA NA NA "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/d3b5cd117abd282a852576ba000e2431?OpenDocument http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/dcf8fcaa7fd2fdb1852576ba000e22d2?OpenDocument"
"10665" NA NA "2001-06-26" "2001-07-18" NA NA NA NA NA NA "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/103f6608bd814d0d852576ba000e2445?OpenDocument"
"10667" NA NA "2001-06-07" "2003-05-20" NA NA NA NA NA NA "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/d267b86d469223a9852576c10080cab4?OpenDocument"
"10677" NA NA "2001-06-19" "2002-06-27" NA NA NA NA NA NA "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/eb7742079c550f7d852576ba000e23a0?OpenDocument"
"10678" NA NA "2002-03-18" "2004-02-05" NA NA NA NA NA NA "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/cc1be2a0fda67540852576ba000e23ce?OpenDocument http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/fc6d3f98c833266d852576ba000e241e?OpenDocument"
"10679" NA NA "2001-06-13" "2002-03-25" NA NA NA NA NA NA "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/08434bb88e41b699852576c10080ce45?OpenDocument http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/eb19b884b892189e852576c10080ce47?OpenDocument"
"10680" NA NA "2002-02-13" "2002-06-21" NA NA NA NA NA NA "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/3b30857e22a28aa5852576c10080ca93?OpenDocument"
"10681" NA NA "2002-02-13" "2002-05-16" NA NA NA NA NA NA "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/8710b774c894f85c852576c10080cb47?OpenDocument"
"10682" NA NA "2001-06-26" "2002-05-30" NA NA NA NA NA NA "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/8a4ea423958fc57f852576c10080cac5?OpenDocument http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/a252f0036297c02e852576c10080cb5d?OpenDocument"
